Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
302,1398,夕雲改,ゆうぐも,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,夕雲型一番艦、夕雲、着任しました。<br>提督、甘えてくれても、いいんですよ？,0,0,15,20,3,"[48,90]","[29,67]","[9,42]","[15,28,-1,-1,-1]",0,8
303,1399,巻雲改,まきぐも,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,夕雲型駆逐艦、巻雲といいます。<br>夕雲姉さんを見習って、頑張ります！,0,0,15,20,3,"[48,90]","[29,67]","[9,42]","[15,47,-1,-1,-1]",0,8
304,1400,長波改,ながなみ,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[14,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,夕雲型駆逐艦四番艦、長波サマだよ！<br>さーいくぜ、オーッ！,0,0,15,20,3,"[48,90]","[29,67]","[9,42]","[15,47,-1,-1,-1]",0,8
305,1401,阿賀野改,あがの,3,0,0,"[45,62]","[31,69]","[28,66]","[24,79]","[20,72]","[10,59]",10,2,3,"[2,2,2,0,0]",60,"[3,5,14,1]","[2,1,1,2]",6,こんにちはーっ！<br>最新鋭軽巡の阿賀野でーすっ。ふふ。,0,0,30,40,7,"[42,80]","[26,82]","[14,59]","[65,28,-1,-1,-1]",0,8
306,1402,能代改,のしろ,3,0,0,"[45,62]","[31,69]","[28,66]","[24,79]","[20,72]","[10,64]",10,2,3,"[2,2,2,0,0]",60,"[3,5,14,1]","[2,1,1,2]",6,阿賀野型軽巡二番艦、能代。<br>着任しました。よろしくどうぞ！,0,0,30,40,7,"[42,80]","[26,82]","[14,59]","[65,28,-1,-1,-1]",0,8
307,1403,矢矧改,やはぎ,3,0,0,"[47,63]","[32,69]","[28,68]","[24,79]","[22,74]","[14,69]",10,2,3,"[2,2,2,0,0]",60,"[3,5,14,1]","[2,1,1,2]",8,軽巡矢矧、着任したわ。<br>提督、最後まで頑張っていきましょう！,0,0,30,40,7,"[43,84]","[26,82]","[14,59]","[65,30,-1,-1,-1]",0,21
308,1404,弥生改,やよい,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[1,1,0,0]",5,初めまして、弥生、着任…。<br>あ、気を使わないでくれていい…です。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[48,13,-1,-1,-1]",0,18
309,1405,卯月改,うづき,2,0,0,"[24,39]","[12,39]","[7,34]","[18,69]","[18,49]","[14,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",5,やったぁ！ でたっぴょん！ 卯月でっす！ <br>うーちゃんって呼ばれてまっす！,0,0,15,15,1,"[40,89]","[21,63]","[6,39]","[40,39,27,-1,-1]",0,80
310,1406,Z1改,レーベレヒト・マース,2,70,179,"[33,59]","[15,45]","[11,45]","[25,70]","[15,45]","[12,49]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",6,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,350,300,20,25,3,"[41,79]","[36,69]","[8,42]","[78,-1,-1,-1,-1]",0,7
311,1407,Z3改,マックス・シュルツ,2,70,180,"[33,59]","[15,45]","[11,45]","[25,70]","[15,45]","[12,49]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",6,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,350,300,20,25,3,"[41,79]","[36,69]","[8,42]","[78,-1,-1,-1,-1]",0,7
312,1408,浜風改,はまかぜ,2,0,0,"[32,49]","[14,49]","[12,48]","[28,79]","[22,60]","[17,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,駆逐艦、浜風です。<br>これより貴艦隊所属となります。,0,0,15,20,1,"[46,88]","[27,64]","[8,39]","[40,28,-1,-1,-1]",0,45
313,1409,谷風改,たにかぜ,2,0,0,"[32,49]","[14,49]","[12,48]","[28,79]","[16,49]","[16,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,提督、谷風だよ。<br>これからお世話になるね！,0,0,15,20,1,"[46,88]","[28,68]","[8,39]","[44,46,-1,-1,-1]",0,8
314,1410,酒匂改,さかわ,3,0,0,"[46,62]","[31,69]","[27,64]","[23,78]","[19,73]","[30,74]",10,2,3,"[2,2,2,0,0]",60,"[3,5,14,1]","[2,1,1,2]",6,ぴゃん♪　阿賀野型軽巡四番艦、酒匂です！<br>司令、よろしくね！,0,0,30,40,7,"[41,80]","[30,84]","[14,59]","[-1,-1,-1,-1,-1]",0,8
315,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
316,1411,天津風改,あまつかぜ,2,0,0,"[34,54]","[14,61]","[12,49]","[32,84]","[23,63]","[17,69]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",7,いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。,0,0,20,20,3,"[50,94]","[28,59]","[9,39]","[15,47,87,-1,-1]",0,9
317,1412,浦風改,うらかぜ,2,0,0,"[32,49]","[14,49]","[12,48]","[28,79]","[16,49]","[13,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,うち、浦風じゃ、よろしくね！,0,0,15,20,1,"[46,88]","[29,69]","[8,39]","[91,46,-1,-1,-1]",0,28
318,190,龍鳳改,たいげい・りゅうほう,7,0,0,"[48,70]","[24,57]","[0,32]","[0,0]","[28,62]","[24,79]",5,1,4,"[21,9,9,6,0]",160,"[4,8,24,5]","[0,0,2,2]",6,潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！,0,0,35,40,3,"[30,62]","[0,0]","[30,74]","[21,82,51,-1,-1]",27,58
319,191,妙高改二,みょうこう,5,0,0,"[56,71]","[47,78]","[50,80]","[36,88]","[28,80]","[32,79]",10,2,4,"[2,2,4,4,0]",80,"[4,7,20,2]","[3,1,2,2]",6,私、妙高型重巡洋艦、妙高と申します。<br>共に頑張りましょう。,0,0,45,75,3,"[47,85]","[0,0]","[19,59]","[90,90,28,-1,-1]",0,10
320,1413,磯風改,いそかぜ,2,0,0,"[33,49]","[14,49]","[12,48]","[28,79]","[24,64]","[18,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",6,陽炎型駆逐艦十二番艦、磯風。<br>司令、共に進もう…心配はいらない。,0,0,15,20,3,"[47,88]","[27,64]","[9,39]","[91,44,106,-1,-1]",0,41
321,1414,大淀改,おおよど,3,0,0,"[47,64]","[32,68]","[32,63]","[0,49]","[22,74]","[30,79]",10,2,4,"[0,6,6,0,0]",80,"[4,3,14,3]","[2,0,2,2]",7,提督、旗艦大淀、お供いたします。<br>前線艦隊指揮はどうぞお任せください！,0,0,35,35,3,"[40,78]","[0,39]","[28,84]","[65,107,106,-1,-1]",0,21
322,1415,時津風改,ときつかぜ,2,0,0,"[32,49]","[14,49]","[12,48]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",6,陽炎型駆逐艦十番艦。<br>時津風……出るよ。,0,0,15,20,3,"[46,88]","[26,64]","[8,39]","[15,91,-1,-1,-1]",0,28
323,1416,春雨改,はるさめ,2,0,0,"[30,49]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",5,白露型駆逐艦五番艦の春雨です、はい。<br>輸送作戦はお任せください……です。,0,0,15,20,3,"[45,89]","[24,59]","[7,39]","[63,75,-1,-1,-1]",0,7
324,1417,早霜改,はやしも,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,また…来てしまったのね、この海に。<br>夕雲型駆逐艦、早霜…着任しました。,0,0,15,20,3,"[48,90]","[29,67]","[9,42]","[28,44,27,-1,-1]",0,14
325,1418,清霜改,きよしも,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[13,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,どうも！夕雲型の最終艦、清霜です。<br>到着遅れました、よろしくお願いです！,0,0,15,20,3,"[48,90]","[29,67]","[9,42]","[28,47,27,-1,-1]",0,14
326,204,初春改二,はつはる,2,0,0,"[31,52]","[14,51]","[13,52]","[32,90]","[23,73]","[16,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,2,1,1]",6,わらわが初春じゃ。<br>よろしく頼みますぞ。,0,0,15,20,1,"[48,90]","[30,69]","[10,45]","[-1,-1,-1,-1,-1]",0,9
327,1419,朝雲改,あさぐも,2,0,0,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",5,朝潮型駆逐艦、朝雲、着任したわ！<br>貴方が司令…かあ。ふうーん。ま、いいわ。私がやったげる！,0,0,15,20,3,"[46,89]","[24,59]","[8,39]","[91,44,-1,-1,-1]",0,28
328,1420,山雲改,やまぐも,2,0,0,"[31,49]","[14,48]","[12,49]","[28,79]","[16,49]","[11,58]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",5,おはようございます～。<br>朝潮型駆逐艦六番艦、山雲、入ります～。,0,0,15,20,3,"[47,89]","[28,64]","[8,39]","[91,44,-1,-1,-1]",0,28
329,1421,野分改,のわき,2,0,0,"[32,49]","[14,49]","[12,48]","[28,79]","[16,49]","[13,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",6,陽炎型駆逐艦、野分。参上しました。<br>さあ、司令。いきましょう。,0,0,15,20,3,"[46,88]","[28,68]","[8,39]","[91,46,-1,-1,-1]",0,28
330,1422,秋月改,あきづき,2,0,0,"[37,57]","[16,53]","[24,57]","[24,54]","[80,116]","[12,69]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[1,1,3,1]",7,秋月型防空駆逐艦、一番艦、秋月。<br>ここに推参致しました。お任せください！,0,0,20,25,3,"[48,88]","[30,72]","[10,49]","[122,106,40,-1,-1]",0,105
331,202,天城,あまぎ,11,50,429,"[48,79]","[26,51]","[0,25]","[0,0]","[27,72]","[13,59]",10,1,4,"[18,24,3,6,0]",210,"[7,9,26,5]","[0,0,3,3]",6,雲龍型航空母艦、天城と申します。<br>提督、どうぞよろしくお願い致します。<br>天城、精進致します！,750,1000,50,45,1,"[33,59]","[0,0]","[38,74]","[40,10,-1,-1,-1]",0,62
332,203,葛城,かつらぎ,11,50,430,"[48,79]","[27,52]","[0,25]","[0,0]","[27,72]","[20,69]",10,1,4,"[18,24,3,6,0]",210,"[7,9,26,5]","[0,0,3,3]",6,雲龍型航空母艦、三番艦、葛城よ！<br>え？　水上防空砲台ですって？<br>ち、違うわよ！　提督、何いってんの！,750,1000,50,45,1,"[34,59]","[0,0]","[36,70]","[39,40,-1,-1,-1]",0,76
333,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
334,1504,U-511改,ゆー511・ろ500,13,55,436,"[13,18]","[6,20]","[3,12]","[27,64]","[0,0]","[34,67]",5,1,2,"[0,0,0,0,0]",22,"[1,2,2,1]","[1,2,0,0]",6,ドイツ海軍所属、潜水艦U-511です。<br>ユーとお呼びください。<br>少し遠出してきました。よろしくお願い致します……。,170,270,10,20,1,"[20,59]","[0,0]","[9,29]","[-1,-1,-1,-1,-1]",0,0
335,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
336,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
337,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
338,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
339,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
340,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
341,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
342,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
343,1423,香取改,かとり,21,0,0,"[40,54]","[15,39]","[16,36]","[14,40]","[24,48]","[12,54]",5,2,4,"[2,2,2,2,0]",70,"[3,2,11,1]","[1,1,2,1]",5,練習巡洋艦、香取です。<br>心配しないで…。色々と優しく、指導させて頂きますから。,0,0,35,20,3,"[26,52]","[22,62]","[12,48]","[119,40,46,44,-1]",0,45
344,1424,朝霜改,あさしも,2,0,0,"[33,49]","[14,49]","[12,47]","[28,78]","[22,62]","[18,68]",10,1,3,"[0,0,0,0,0]",24,"[1,3,10,1]","[0,1,1,1]",5,よお！　夕雲型駆逐艦、十六番艦の朝霜、いつでも出撃できんぜ。<br>まだまだ、暴れよう…な、司令！,0,0,15,20,1,"[49,92]","[36,79]","[11,43]","[91,47,40,-1,-1]",0,65
345,1425,高波改,たかなみ,2,0,0,"[32,49]","[14,49]","[12,50]","[28,80]","[16,50]","[10,57]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,夕雲型駆逐艦、六番艦の高波です。<br>あ、あの…頑張ります！ホントかもです！,0,0,15,20,3,"[48,90]","[29,67]","[13,52]","[129,28,27,-1,-1]",0,14
346,1426,照月改,てるづき,2,0,0,"[37,57]","[16,52]","[24,58]","[25,56]","[80,114]","[11,59]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[1,1,3,1]",7,秋月型防空駆逐艦、二番艦の照月よ。<br>戦艦の護衛でも、鼠輸送でも、なんでもこなしちゃうんだから！,0,0,20,25,3,null,null,null,"[122,106,40,-1,-1]",0,105
347,1427,Libeccio改,リベッチオ,2,0,0,"[29,46]","[15,50]","[11,48]","[27,72]","[20,59]","[16,69]",10,1,3,"[0,0,0,0,0]",23,"[1,2,10,0]","[1,1,1,1]",7,ブォンジョールノ！<br>マエストラーレ級駆逐艦、リベッチオです。<br>リベでいいよ。提督さん、よろしくね！,0,0,15,20,3,null,null,null,"[147,147,-1,-1,-1]",0,8
348,1428,瑞穂改,みずほ,16,0,0,"[42,62]","[24,48]","[18,45]","[15,72]","[18,44]","[10,54]",5,1,3,"[12,12,8,0,0]",140,"[3,3,15,5]","[1,2,1,2]",5,提督、お疲れさまです。<br>水上機母艦、瑞穂、推参致しました。<br>どうぞよろしくお願い申し上げます。,0,0,40,45,3,null,null,null,"[59,41,39,-1,-1]",0,38
349,1429,風雲改,かざぐも,2,0,0,"[32,49]","[14,49]","[12,50]","[29,81]","[17,51]","[14,69]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",3,夕雲型駆逐艦、三番艦の風雲よ。<br>そっか、貴方が提督なんだ。了解です。<br>ご命令、どうぞ！,0,0,15,20,3,null,null,null,"[129,28,27,-1,-1]",0,14
350,1430,海風改,うみかぜ,2,0,0,"[30,48]","[14,49]","[12,49]","[28,79]","[16,50]","[13,64]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,白露型駆逐艦七番艦、<br>そして改白露型一番艦となる、海風です。<br>提督、どうぞよろしくお願いします！,0,0,15,20,3,null,null,null,"[63,44,-1,-1,-1]",0,8
351,1431,江風改,かわかぜ,2,75,469,"[30,48]","[14,49]","[12,49]","[29,80]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",5,白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。,300,390,15,20,3,null,null,null,"[63,28,-1,-1,-1]",0,7
352,1432,速吸改,はやすい,22,0,0,"[48,50]","[6,19]","[8,36]","[0,0]","[20,48]","[8,44]",5,1,3,"[6,3,1,0,0]",220,"[8,1,20,1]","[1,1,2,1]",7,おはようございます！<br>航空機搭載給油艦、速吸、頑張ります！<br>艦載機も出撃用意、ばっちりです！,0,0,120,20,3,null,null,null,"[18,146,40,-1,-1]",0,44
353,1433,Graf Zeppelin改,グラーフ・ツェッペリン,11,0,0,"[78,92]","[42,80]","[15,50]","[0,0]","[44,80]","[7,47]",10,2,4,"[30,13,10,3,0]",270,"[10,17,36,8]","[2,0,4,4]",7,Guten Morgen!　私が航空母艦、Graf Zeppelin だ。<br>貴方がこの艦隊を預かる提督なのだな。そうか……了解だ。,0,0,70,80,3,null,null,null,"[159,64,160,-1,-1]",54,37
354,1434,嵐改,あらし,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,63]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",6,や！　陽炎型駆逐艦、十六番艦、嵐だ！<br>司令、よろしくな！　逢えて嬉しいぜ！,0,0,15,20,3,null,null,null,"[91,45,-1,-1,-1]",0,28
355,1435,萩風改,はぎかぜ,2,0,0,"[32,49]","[14,49]","[13,50]","[28,79]","[16,49]","[12,63]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",6,陽炎型駆逐艦、十七番艦、萩風。参りました。<br>司令、ご指示をお願いします。,0,0,15,20,3,null,null,null,"[91,15,-1,-1,-1]",0,28
356,1436,鹿島改,かしま,21,0,0,"[40,54]","[15,39]","[14,37]","[13,39]","[22,62]","[20,79]",5,2,4,"[2,2,2,2,0]",70,"[3,2,11,1]","[1,1,2,1]",5,提督さん、お疲れさまです。<br>練習巡洋艦、鹿島、着任です。うふふ。,0,0,35,20,3,null,null,null,"[119,74,47,44,-1]",0,9
357,1437,初月改,はつづき,2,0,0,"[37,57]","[17,54]","[25,60]","[24,54]","[80,110]","[8,52]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[1,1,3,1]",7,秋月型駆逐艦、その四番艦、初月だ。<br>お前が提督か。いいだろう。僕が行こう。,0,0,20,25,3,null,null,null,"[122,106,40,-1,-1]",0,105
358,1438,Zara改,ザラ,5,0,0,"[56,68]","[46,78]","[42,75]","[0,40]","[22,72]","[12,56]",10,3,4,"[2,2,2,2,0]",70,"[4,6,18,3]","[4,0,1,2]",7,Buon Giornov！ ザラ級重巡、一番艦ザラです！<br>粘り強さが信条です。提督、よろしくね！,0,0,45,65,3,null,null,null,"[162,163,-1,-1,-1]",0,9
359,1439,沖波改,おきなみ,2,0,0,"[32,49]","[14,49]","[12,50]","[29,81]","[16,50]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,夕雲型駆逐艦十四番艦の……沖波です。<br>えっと…はい、頑張ります。よろしくお願い致します！,0,0,15,20,3,null,null,null,"[27,28,40,-1,-1]",0,50
398,1498,伊168改,い168,13,0,0,"[15,19]","[5,18]","[3,11]","[30,69]","[0,0]","[10,49]",5,1,2,"[0,0,0,0,0]",22,"[1,2,2,1]","[0,2,0,0]",4,伊１６８よ。何よ、言いにくいの？<br>じゃ、イムヤでいいわ…よろしくねっ！,0,0,10,20,3,"[16,49]","[0,0]","[10,29]","[-1,-1,-1,-1,-1]",0,0
399,1499,伊58改,い58,14,0,0,"[18,24]","[5,19]","[3,12]","[36,84]","[0,0]","[50,79]",5,1,2,"[1,1,0,0,0]",22,"[1,2,2,2]","[0,2,1,0]",5,こんにちは！ 伊五十八です。<br>ゴーヤって呼んでもいいよ！苦くなんかないよぉ！,0,0,10,25,3,"[15,49]","[0,0]","[15,39]","[-1,-1,-1,-1,-1]",0,0
400,1500,伊8改,い8,14,0,0,"[19,25]","[5,19]","[4,14]","[36,84]","[0,0]","[25,69]",5,1,2,"[1,1,0,0,0]",22,"[1,2,2,2]","[0,2,1,0]",6,グーテンターク…あ、違った、ごめんなさいね…<br>「はち」と呼んでくださいね。,0,0,10,25,3,"[15,49]","[0,0]","[16,39]","[-1,-1,-1,-1,-1]",0,0
401,1501,伊19改,い19,14,0,0,"[18,24]","[5,19]","[3,12]","[42,89]","[0,0]","[13,59]",5,1,2,"[1,1,0,0,0]",22,"[1,2,2,2]","[0,2,1,0]",5,素敵な提督で嬉しいのね。<br>伊十九なの。そう、イクって呼んでもいいの！,0,0,10,25,3,"[13,49]","[0,0]","[15,39]","[-1,-1,-1,-1,-1]",0,0
402,1502,まるゆ改,まるゆ,13,0,0,"[7,13]","[2,11]","[1,5]","[0,19]","[0,0]","[7,77]",5,1,1,"[0,0,0,0,0]",17,"[1,0,1,0]","[0,1,0,1]",6,隊長、もっとまるゆに頑張らせてくださいね。,0,0,10,10,3,"[9,29]","[0,0]","[1,19]","[-1,-1,-1,-1,-1]",0,0
403,1503,伊401改,い401,14,0,0,"[24,39]","[7,24]","[6,19]","[40,80]","[0,0]","[20,59]",5,1,2,"[3,3,0,0,0]",200,"[1,2,4,3]","[0,2,1,1]",7,提督、ごきげんよう。<br>潜特型二番艦伊401、改良型です！,0,0,25,30,3,"[12,44]","[0,0]","[15,45]","[62,-1,-1,-1,-1]",0,0
404,201,雲龍,うんりゅう,11,50,406,"[48,79]","[26,52]","[0,27]","[0,0]","[28,72]","[10,49]",10,1,4,"[18,24,3,6,0]",210,"[7,9,26,5]","[0,0,3,3]",6,雲龍型航空母艦、雲龍、推参しました。<br>提督、よろしくお願いしますね。,750,1000,50,45,1,"[32,59]","[0,0]","[40,72]","[40,51,-1,-1,-1]",0,94
405,205,春雨,はるさめ,2,30,323,"[16,32]","[6,19]","[10,29]","[24,69]","[9,39]","[10,49]",10,1,2,"[0,0,0,0,0]",22,"[1,1,5,0]","[1,1,0,0]",4,白露型駆逐艦五番艦の春雨です、はい。<br>輸送作戦はお任せください……です。,110,120,15,20,1,"[43,79]","[21,49]","[5,19]","[2,92,-1,-1,-1]",0,42
406,206,雲龍改,うんりゅう,11,0,0,"[60,84]","[35,77]","[0,48]","[0,0]","[32,78]","[12,59]",10,1,4,"[18,21,27,3,0]",210,"[7,13,30,10]","[0,0,4,3]",7,雲龍型航空母艦、雲龍、参ります。<br>提督、新生機動部隊はお任せください！,0,0,50,55,3,"[35,72]","[0,0]","[48,82]","[109,111,112,54,-1]",38,11
407,207,潮改二,うしお,2,0,0,"[33,53]","[15,56]","[10,50]","[25,80]","[24,74]","[32,80]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,2,2,1]",6,特型駆逐艦…綾波型の「潮」です。<br>もう下がってよろしいでしょうか…。,0,0,15,20,1,"[64,94]","[32,72]","[11,48]","[40,39,44,-1,-1]",0,75
408,208,隼鷹改二,じゅんよう,7,0,0,"[55,82]","[31,62]","[0,40]","[0,0]","[36,74]","[41,84]",5,1,4,"[24,18,20,4,0]",180,"[6,14,26,10]","[0,0,4,3]",6,商船改装空母、隼鷹でーすっ！<br>ひゃっはぁー！,0,0,45,50,1,"[41,84]","[0,0]","[44,79]","[22,106,30,51,-1]",48,84
409,209,早霜,はやしも,2,30,324,"[16,34]","[6,19]","[10,30]","[24,69]","[9,39]","[11,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,また…来てしまったのね、この海に。<br>夕雲型駆逐艦、早霜…着任しました。,110,140,15,20,1,"[47,80]","[27,52]","[6,19]","[2,39,-1,-1,-1]",0,36
410,210,清霜,きよしも,2,30,325,"[16,34]","[6,19]","[10,30]","[24,69]","[9,39]","[12,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,どうも！夕雲型の最終艦、清霜です。<br>到着遅れました、よろしくお願いです！,110,140,15,20,1,"[47,80]","[27,52]","[6,19]","[2,39,-1,-1,-1]",0,36
411,211,扶桑改二,ふそう,10,0,0,"[77,94]","[72,90]","[80,99]","[0,0]","[44,88]","[13,69]",5,3,4,"[4,4,9,23,0]",260,"[12,15,38,5]","[5,0,3,4]",6,扶桑型超弩級戦艦、姉の扶桑です。<br>妹の山城ともども、よろしくお願い致します。,0,0,105,140,1,"[34,69]","[0,0]","[22,59]","[-1,-1,-1,-1,-1]",0,13
412,212,山城改二,やましろ,10,0,0,"[77,94]","[73,91]","[80,98]","[0,0]","[43,87]","[14,70]",5,3,4,"[4,4,9,23,0]",260,"[12,15,38,5]","[5,0,3,4]",6,扶桑型戦艦姉妹、妹のほう、山城です。<br>あの、扶桑姉さま、見ませんでした？,0,0,105,140,1,"[35,69]","[0,0]","[23,59]","[105,8,74,80,-1]",14,13
413,213,朝雲,あさぐも,2,35,327,"[16,33]","[6,19]","[10,29]","[24,69]","[9,39]","[8,49]",10,1,2,"[0,0,0,0,0]",22,"[1,1,5,0]","[0,1,0,1]",4,朝潮型駆逐艦、朝雲、着任したわ！<br>貴方が司令…かあ。ふうーん。ま、いいわ。私がやったげる！,110,140,15,20,1,"[43,79]","[21,49]","[5,19]","[2,14,-1,-1,-1]",0,6
414,214,山雲,やまぐも,2,35,328,"[16,33]","[6,19]","[10,29]","[24,69]","[9,39]","[7,49]",10,1,2,"[0,0,0,0,0]",22,"[1,1,5,0]","[0,1,0,1]",4,おはようございます～。<br>朝潮型駆逐艦六番艦、山雲です～。<br>よろしくお願い致します～。,110,140,15,20,1,"[43,79]","[23,50]","[5,19]","[2,14,-1,-1,-1]",0,6
